householdID,total_ppl,own_rent,square_foot,household_income,number_pets,region,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
6827,2.0,own,1769,88518.27,2,South Shore,3185.26,3958.57,2.0,Yes
6828,3.0,own,3015,86603.83,2,North Shore,1822.4,2362.63,3.0,No
6829,1.0,rent,4324,52598.88,2,North Shore,1683.39,3356.75,1.0,No
6830,2.0,own,3631,105782.19,1,MetroWest,4616.85,4482.07,2.0,No
6831,3.0,rent,2974,102311.5,0,MetroWest,4936.94,3503.06,3.0,No
6832,2.0,own,2255,93589.74,2,Middlesex,4346.05,5006.73,2.0,No
6833,2.0,rent,1746,64701.41,1,South Shore,2655.78,4239.08,2.0,Yes
6834,2.0,own,1977,107588.64,2,MetroWest,5430.01,4755.67,2.0,Yes
6835,1.0,own,3785,105652.53,2,Suffolk,3759.8,4935.42,1.0,No
6836,1.0,rent,3524,85114.3,2,Middlesex,3727.8,4181.98,1.0,No
6837,1.0,own,2505,72414.52,2,Suffolk,3919.44,4681.44,1.0,Yes
6838,1.0,rent,2133,82459.14,2,South Shore,2782.68,3689.09,1.0,No
6839,1.0,rent,3051,92311.36,2,Suffolk,3850.94,4358.58,1.0,No
6840,1.0,own,2674,124198.11,0,MetroWest,4377.48,3828.97,1.0,No
6841,2.0,own,5239,75110.91,1,South Shore,4318.57,3329.09,2.0,No
6842,2.0,rent,1998,68417.62,1,South Shore,4293.15,3795.51,2.0,Yes
6843,2.0,own,2144,96992.68,3,Middlesex,2746.1,4104.23,2.0,No
6844,2.0,own,4196,82300.33,2,South Shore,3588.76,4111.55,2.0,No
6845,2.0,own,2404,34723.88,1,North Shore,1363.29,3164.62,2.0,No
6846,2.0,rent,3502,58660.65,1,North Shore,1873.89,4075.11,2.0,No
6847,2.0,rent,4520,103104.97,2,MetroWest,6881.26,5032.45,2.0,No
6848,3.0,own,2739,115092.17,2,MetroWest,5414.74,3797.05,3.0,Yes
6849,2.0,own,3878,124218.28,1,South Shore,3330.32,3910.47,2.0,No
6850,1.0,own,2285,72491.28,2,Middlesex,2299.0,3975.21,1.0,No
6851,1.0,rent,2550,100859.26,1,South Shore,3649.96,4501.76,1.0,Yes
6852,2.0,own,2157,93640.58,2,South Shore,3927.17,4468.34,2.0,No
6853,2.0,own,2703,67268.4,1,MetroWest,4442.32,4197.7,2.0,No
6854,2.0,rent,1907,82163.86,1,Middlesex,3198.26,4014.7,2.0,No
6855,2.0,rent,3525,79173.28,1,Middlesex,2654.65,3779.42,2.0,No
6856,2.0,own,2948,59700.86,3,Middlesex,3075.29,4046.09,2.0,Yes
6857,3.0,own,4727,65683.76,2,South Shore,3238.1,3903.9,3.0,No
6858,3.0,own,3656,76600.92,2,North Shore,2591.39,3338.28,3.0,Yes
6859,3.0,own,3796,110597.06,1,MetroWest,4458.49,3953.48,3.0,No
6860,2.0,own,3515,45740.78,2,Middlesex,3099.02,3973.88,2.0,No
6861,3.0,rent,2579,111207.91,2,Middlesex,2078.96,3158.18,3.0,No
6862,2.0,own,1996,62124.85,1,South Shore,4565.67,4191.31,2.0,No
6863,1.0,own,3718,105925.49,2,MetroWest,2974.11,4603.12,1.0,No
6864,3.0,rent,4170,80806.16,2,North Shore,3177.16,4063.01,3.0,No
6865,2.0,own,3687,44100.67,1,North Shore,2435.83,3992.53,2.0,No
6866,2.0,own,2165,122399.82,1,MetroWest,5058.35,4268.39,2.0,No
6867,2.0,own,4149,106022.25,2,Middlesex,2283.77,4355.17,2.0,No
6868,3.0,own,1956,75396.98,2,Middlesex,2767.82,4799.91,3.0,No
6869,1.0,own,2352,87194.94,1,Suffolk,2626.51,4101.87,1.0,Yes
6870,0.0,own,3907,81725.32,1,Suffolk,5883.63,4985.24,0.0,No
6871,2.0,own,2434,83006.34,2,MetroWest,4270.39,3699.23,2.0,Yes
6872,2.0,own,3753,81158.01,0,Middlesex,4004.56,5286.57,2.0,Yes
6873,1.0,own,2434,45276.18,2,North Shore,1186.45,2209.12,1.0,No
6874,2.0,own,4239,108518.89,3,Suffolk,2767.66,4462.23,2.0,Yes
6875,2.0,rent,2906,80752.89,2,Middlesex,2741.03,3648.84,2.0,Yes
6876,1.0,own,2820,94206.46,1,MetroWest,4896.36,3771.75,1.0,No
6877,2.0,own,2975,61434.61,3,North Shore,3306.98,3024.81,2.0,No
6878,1.0,own,3320,75675.58,2,Suffolk,3488.58,4089.62,1.0,No
6879,1.0,rent,1626,70831.46,3,North Shore,956.15,2558.16,1.0,Yes
6880,1.0,own,4932,102862.96,2,Suffolk,1948.19,3524.66,1.0,Yes
6881,1.0,own,3957,87728.92,2,South Shore,4180.49,4316.55,1.0,No
6882,1.0,rent,3962,63839.29,2,Suffolk,3930.5,5184.66,1.0,No
6883,1.0,rent,2696,125505.43,2,Suffolk,3650.4,4587.61,1.0,No
6884,3.0,own,4161,51852.44,1,North Shore,3058.19,3764.65,3.0,No
6885,1.0,own,2585,109610.47,2,South Shore,2211.02,3897.39,1.0,No
6886,2.0,rent,2385,78527.16,1,South Shore,3242.32,4126.3,2.0,No
6887,0.0,own,3262,123868.23,2,Suffolk,3707.18,3406.09,0.0,No
6888,1.0,rent,2439,112652.78,0,MetroWest,2927.23,3549.82,1.0,No
6889,0.0,rent,3477,115052.49,3,Suffolk,2302.73,4264.92,0.0,No
6890,2.0,own,2920,94525.27,3,Middlesex,4043.97,4574.36,2.0,No
6891,1.0,own,2782,101982.33,0,Suffolk,1939.67,3609.08,1.0,No
6892,1.0,own,2278,108573.47,1,Suffolk,3676.83,4173.96,1.0,No
6893,1.0,own,2660,86484.35,2,North Shore,2849.74,4511.1,1.0,No
6894,1.0,own,2822,78049.88,2,North Shore,2432.14,3087.99,1.0,No
6895,2.0,own,2432,58620.12,2,North Shore,2262.24,3236.56,2.0,No
6896,2.0,own,1858,54303.06,1,North Shore,1131.83,3651.26,2.0,No
6897,2.0,own,3797,73458.04,2,North Shore,3286.34,3127.4,2.0,Yes
6898,2.0,rent,2338,71418.36,1,South Shore,4196.18,4049.6,2.0,No
6899,2.0,own,3085,53403.76,2,South Shore,2412.79,4483.25,2.0,No
6900,2.0,own,4186,91637.16,3,MetroWest,4890.72,4729.96,2.0,No
6901,3.0,rent,2052,70814.19,2,South Shore,3669.58,3019.16,3.0,No
6902,2.0,own,2249,107062.27,1,Middlesex,2641.84,4896.66,2.0,Yes
6903,2.0,own,2114,48942.25,1,South Shore,3339.62,3862.73,2.0,Yes
6904,1.0,rent,2619,97912.09,1,Middlesex,2958.7,5176.17,1.0,No
6905,2.0,own,2681,122300.79,1,MetroWest,5411.89,3657.96,2.0,Yes
6906,3.0,rent,3990,131089.92,2,MetroWest,4767.85,5650.06,3.0,No
6907,2.0,own,2903,89727.64,1,MetroWest,5317.96,4005.75,2.0,Yes
6908,0.0,rent,2656,55290.16,1,South Shore,5168.28,4525.76,0.0,Yes
6909,1.0,rent,4114,129446.91,1,MetroWest,5324.27,4182.29,1.0,No
6910,1.0,own,3640,113217.42,3,MetroWest,4103.42,4398.86,1.0,No
6911,0.0,rent,3686,100074.44,1,Suffolk,4302.71,4085.53,0.0,No
6912,2.0,own,2997,66079.63,1,South Shore,3740.29,3684.68,2.0,No
6913,2.0,own,4192,108222.27,1,Middlesex,2880.22,5070.76,2.0,No
6914,3.0,own,4418,48728.43,3,North Shore,2947.6,3076.78,3.0,No
6915,2.0,rent,2014,74860.27,3,North Shore,2391.4,3341.38,2.0,Yes
6916,1.0,own,2716,45476.74,1,North Shore,1225.54,3194.71,1.0,Yes
6917,2.0,own,3265,83057.86,2,Suffolk,3303.99,3712.74,2.0,No
6918,2.0,rent,2872,67018.18,2,South Shore,2316.81,4594.5,2.0,Yes
6919,2.0,own,2263,64253.02,3,Middlesex,3461.12,4750.1,2.0,No
6920,1.0,own,2645,54840.39,1,North Shore,2140.63,3509.75,1.0,Yes
6921,2.0,own,1695,99707.89,1,MetroWest,5903.68,4787.77,2.0,No
6922,2.0,own,3976,48457.5,1,North Shore,2468.78,2679.95,2.0,No
6923,0.0,own,2680,125384.49,2,Suffolk,1857.62,3177.06,0.0,No
6924,2.0,rent,2008,106429.62,3,MetroWest,5606.98,3071.28,2.0,No
6925,2.0,own,2264,79947.64,2,South Shore,3878.21,4421.77,2.0,No
6926,2.0,rent,1733,52045.06,1,North Shore,1892.81,3094.36,2.0,Yes
6927,3.0,own,2246,101591.33,2,MetroWest,5049.29,4240.94,3.0,No
6928,2.0,own,3770,110636.28,2,South Shore,2288.94,3618.49,2.0,No
6929,1.0,own,2065,105321.48,2,South Shore,3110.79,3113.63,1.0,No
6930,1.0,own,3869,104712.4,3,Suffolk,4289.89,4866.64,1.0,Yes
6931,1.0,own,4231,104209.68,2,MetroWest,4360.11,5178.89,1.0,No
6932,2.0,rent,3016,117259.27,2,Suffolk,4349.6,4735.28,2.0,No
6933,2.0,own,4474,93823.4,1,MetroWest,4780.48,3596.66,2.0,No
6934,1.0,rent,2195,76978.85,0,Suffolk,3174.17,4632.14,1.0,No
6935,2.0,rent,2121,131031.62,2,MetroWest,3360.17,3784.11,2.0,No
6936,1.0,rent,3845,59837.11,2,North Shore,1932.5,3029.79,1.0,No
6937,2.0,rent,2807,80826.04,2,South Shore,2412.84,3654.86,2.0,No
6938,1.0,own,2718,70301.92,3,Middlesex,3460.35,4660.9,1.0,No
6939,2.0,own,1919,75425.97,2,South Shore,2300.8,3852.44,2.0,No
6940,1.0,own,2086,93732.64,2,Suffolk,3383.57,4931.84,1.0,No
6941,1.0,rent,2233,60451.23,0,North Shore,2918.24,3278.37,1.0,No
6942,2.0,rent,2279,84698.37,2,MetroWest,5180.37,4344.38,2.0,No
6943,1.0,rent,3150,53640.9,1,Middlesex,3702.01,3587.92,1.0,No
6944,2.0,own,1699,95667.57,0,South Shore,3009.87,3138.36,2.0,Yes
6945,1.0,own,2110,91165.08,0,Suffolk,3125.55,3755.65,1.0,No
6946,3.0,own,3977,111505.03,3,MetroWest,5995.13,4325.43,3.0,No
6947,2.0,own,3329,78879.9,0,MetroWest,5940.79,4480.66,2.0,No
6948,1.0,own,3577,65459.66,2,Middlesex,2730.24,3094.89,1.0,No
6949,,own,4068,96647.76,1,Suffolk,3837.74,4614.38,,No
6950,0.0,own,2828,55428.92,2,North Shore,1326.27,3419.37,0.0,No
6951,2.0,rent,3398,75803.03,1,South Shore,2731.42,4190.07,2.0,No
6952,0.0,own,3058,112517.19,1,Suffolk,5261.14,4044.22,0.0,No
6953,3.0,rent,2826,32490.52,1,North Shore,2587.26,3758.06,3.0,No
6954,2.0,own,2765,78000.12,1,Middlesex,3967.3,2879.28,2.0,Yes
6955,0.0,own,3107,114205.98,1,Suffolk,2771.95,5412.79,0.0,No
6956,0.0,own,1815,96116.88,1,Suffolk,1455.51,3915.18,0.0,No
6957,1.0,own,4800,51989.94,2,Suffolk,3361.49,5560.68,1.0,No
6958,2.0,own,2578,120187.28,1,MetroWest,2932.32,5243.96,2.0,No
6959,1.0,own,2355,89171.09,1,South Shore,4509.52,3199.4,1.0,No
6960,2.0,rent,4518,87492.62,2,Suffolk,2346.08,4964.9,2.0,Yes
6961,2.0,rent,1973,18143.65,1,North Shore,3269.08,3142.9,2.0,Yes
6962,1.0,own,3522,35389.14,2,North Shore,2441.06,3458.79,1.0,No
6963,3.0,own,2954,80801.95,3,Middlesex,3008.99,5109.07,3.0,No
6964,2.0,rent,3828,84660.8,1,Middlesex,4136.67,4697.43,2.0,No
6965,2.0,own,3960,52704.57,2,North Shore,2405.98,3512.34,2.0,Yes
6966,1.0,own,2078,66725.19,2,Suffolk,3731.76,4466.58,1.0,No
6967,0.0,own,2476,112847.79,2,Suffolk,3931.36,3605.45,0.0,No
6968,1.0,own,3785,123444.6,2,Suffolk,4444.38,4419.62,1.0,Yes
6969,2.0,own,4767,116454.29,2,Suffolk,3543.95,4287.5,2.0,No
6970,1.0,own,2859,101692.18,1,Suffolk,2853.28,4777.25,1.0,Yes
6971,0.0,own,2523,84992.07,1,Suffolk,3368.31,3699.83,0.0,Yes
6972,0.0,rent,2478,85460.11,0,Middlesex,3590.16,3354.99,0.0,No
6973,2.0,own,3431,93397.49,3,South Shore,3878.09,4280.68,2.0,No
6974,2.0,own,2194,69306.29,2,South Shore,3447.29,2997.45,2.0,No
6975,2.0,rent,2784,38030.61,2,North Shore,1260.63,4064.58,2.0,No
6976,1.0,rent,2767,107380.18,0,North Shore,2338.96,3156.53,1.0,No
6977,2.0,own,4291,79111.43,0,South Shore,3734.56,4414.32,2.0,No
6978,1.0,own,3733,88976.84,1,North Shore,1740.87,4074.63,1.0,No
6979,2.0,rent,3505,49544.59,1,North Shore,3344.01,3216.08,2.0,No
6980,3.0,own,3263,54534.66,2,North Shore,1882.56,2850.18,3.0,Yes
6981,2.0,rent,3762,65721.01,2,South Shore,3827.78,4290.38,2.0,No
6982,1.0,own,3497,71901.64,1,Suffolk,5525.23,4081.48,1.0,No
6983,1.0,own,2496,112655.86,0,Suffolk,2783.06,4919.84,1.0,No
6984,2.0,own,2154,71869.4,1,South Shore,2883.53,2955.99,2.0,No
6985,3.0,rent,2075,41716.32,0,North Shore,2447.85,2297.6,3.0,No
6986,2.0,own,3832,68178.43,3,North Shore,2002.63,2772.87,2.0,Yes
6987,2.0,rent,3440,83306.8,1,North Shore,1177.58,3048.52,2.0,Yes
6988,3.0,rent,3188,115333.74,3,MetroWest,5046.3,5008.68,3.0,No
6989,2.0,own,2840,84450.31,2,South Shore,3409.03,3728.69,2.0,No
6990,1.0,own,3908,51195.52,2,Middlesex,3983.02,4784.37,1.0,No
6991,1.0,rent,4261,84144.64,2,Middlesex,4045.79,3457.13,1.0,No
6992,2.0,own,4369,60954.92,3,North Shore,2980.36,3651.83,2.0,No
6993,,own,3905,72028.85,1,Suffolk,3756.62,4325.21,,No
6994,3.0,own,2810,100258.67,2,MetroWest,5355.17,4550.26,3.0,Yes
6995,2.0,own,3332,55501.15,2,Middlesex,3219.92,3089.17,2.0,Yes
6996,2.0,own,4043,124038.46,1,MetroWest,5233.7,3753.15,2.0,No
6997,0.0,own,2292,84011.49,1,North Shore,2614.12,3445.84,0.0,No
6998,1.0,own,3410,59891.71,1,Middlesex,2442.33,4680.32,1.0,Yes
6999,1.0,own,2327,91841.18,2,Middlesex,2011.99,4567.42,1.0,No
7000,1.0,own,2657,144657.96,2,MetroWest,3489.45,4364.83,1.0,No
7001,2.0,rent,2140,121145.95,1,Middlesex,4265.09,3394.75,2.0,No
7002,2.0,own,2117,64682.66,2,South Shore,3827.14,4554.23,2.0,No
7003,0.0,own,3430,72353.16,2,Middlesex,2349.59,3657.84,0.0,No
7004,1.0,rent,2834,51852.1,2,North Shore,821.53,3278.46,1.0,No
7005,2.0,own,3995,89692.8,1,MetroWest,5595.29,4451.36,2.0,No
7006,1.0,own,3917,100388.8,2,South Shore,2811.89,4650.31,1.0,Yes
7007,3.0,own,3878,81623.11,1,Middlesex,3383.08,4333.56,3.0,No
7008,1.0,own,3778,121153.78,2,MetroWest,5639.93,3672.69,1.0,No
7009,2.0,own,3651,70547.42,0,Middlesex,2780.96,4358.12,2.0,No
7010,2.0,own,2832,51852.18,3,North Shore,1936.65,2739.16,2.0,No
7011,1.0,own,3971,80595.42,2,South Shore,2193.81,3354.4,1.0,No
7012,1.0,own,4478,30705.33,3,North Shore,2624.03,3423.71,1.0,No
7013,1.0,own,4606,129730.58,1,Middlesex,4251.66,4147.78,1.0,No
7014,1.0,own,3505,84345.83,1,South Shore,3652.18,4007.57,1.0,Yes
7015,2.0,own,2909,71022.41,3,North Shore,2505.24,2403.12,2.0,Yes
7016,1.0,rent,1912,71842.48,2,South Shore,4980.88,3423.83,1.0,No
7017,,rent,1650,99141.55,2,Suffolk,2865.88,2894.34,,No
7018,2.0,own,5055,79694.09,1,South Shore,4833.18,4232.9,2.0,No
7019,2.0,own,3067,95511.29,0,MetroWest,5207.25,4415.07,2.0,No
7020,2.0,own,3953,90363.45,2,Middlesex,3011.07,4557.89,2.0,Yes
7021,2.0,own,2832,100872.02,1,MetroWest,5233.91,4490.02,2.0,No
7022,1.0,own,3320,62887.78,0,Suffolk,3964.79,4472.3,1.0,No
7023,1.0,rent,2168,11392.88,0,North Shore,2115.32,2929.88,1.0,No
7024,2.0,own,2960,59469.74,1,North Shore,1763.31,3296.4,2.0,No
7025,1.0,own,2668,85696.19,1,South Shore,2839.4,4141.3,1.0,No
7026,2.0,rent,2293,50712.07,1,South Shore,1887.57,2499.9,2.0,No
7027,1.0,rent,2907,90686.4,3,Suffolk,4080.97,2921.82,1.0,No
7028,0.0,own,2156,113676.13,1,Suffolk,3575.25,3011.1,0.0,Yes
7029,2.0,own,5376,53591.01,0,Middlesex,3733.53,5114.9,2.0,No
7030,1.0,rent,2155,45104.81,1,North Shore,1140.79,3022.53,1.0,Yes
7031,2.0,own,4354,110528.39,1,MetroWest,4280.31,4180.37,2.0,Yes
7032,2.0,own,4255,57491.03,2,North Shore,1743.92,3056.61,2.0,Yes
7033,1.0,own,2513,69570.05,0,South Shore,4282.02,4201.17,1.0,No
7034,1.0,own,3123,107840.12,1,Suffolk,3291.85,3866.89,1.0,Yes
7035,2.0,own,3843,81792.74,2,Middlesex,3109.75,4428.12,2.0,No
7036,3.0,rent,4905,109149.58,2,South Shore,4277.98,4432.51,3.0,No
7037,1.0,own,2599,110883.55,3,Middlesex,4230.82,4359.01,1.0,No
7038,3.0,own,3766,76201.74,2,MetroWest,3136.12,4782.81,3.0,No
7039,2.0,own,1367,102331.25,3,Middlesex,2715.42,2302.8,2.0,No
7040,2.0,rent,1529,78043.3,2,Middlesex,3431.2,3593.09,2.0,No
7041,2.0,rent,2799,84027.83,0,North Shore,3325.47,2972.74,2.0,No
7042,1.0,own,1728,86453.58,2,Suffolk,5467.38,4465.14,1.0,No
7043,1.0,own,3164,65194.12,1,Middlesex,3039.14,3738.49,1.0,No
7044,2.0,own,2263,23453.15,1,Middlesex,2606.46,3573.61,2.0,Yes
7045,2.0,own,2779,112616.57,1,Middlesex,2059.49,4466.91,2.0,No
7046,2.0,own,2079,89675.14,1,MetroWest,5014.15,3163.75,2.0,No
7047,2.0,rent,2625,101336.27,1,Middlesex,3682.22,4541.46,2.0,No
7048,2.0,rent,2639,110532.95,1,MetroWest,6127.7,4449.56,2.0,No
7049,2.0,own,2401,64903.79,1,Middlesex,4326.25,3654.11,2.0,No
7050,2.0,rent,1987,90329.33,3,Middlesex,4935.2,3549.58,2.0,No
7051,2.0,own,2988,79349.76,2,MetroWest,6048.97,4715.37,2.0,No
7052,2.0,own,4677,89293.01,1,South Shore,3695.4,3890.6,2.0,No
7053,1.0,own,3335,93196.31,2,Middlesex,4030.51,5308.64,1.0,No
7054,1.0,own,3384,53517.1,1,South Shore,2802.97,5123.1,1.0,No
7055,0.0,own,3806,125110.5,2,Suffolk,3475.12,4525.65,0.0,No
7056,2.0,own,3685,76407.88,2,South Shore,3330.06,3316.31,2.0,No
7057,1.0,own,1413,101268.82,2,Suffolk,4819.82,3430.75,1.0,No
7058,2.0,own,2422,84830.86,1,North Shore,2682.93,3073.71,2.0,No
7059,2.0,own,3731,90843.28,1,North Shore,1682.19,3424.23,2.0,Yes
7060,3.0,own,3501,134890.3,1,MetroWest,5256.13,4282.94,3.0,No
7061,1.0,own,2720,58836.43,1,North Shore,2626.67,3821.5,1.0,Yes
7062,1.0,own,3505,72174.19,2,Middlesex,2992.18,4585.54,1.0,No
7063,2.0,own,2784,79616.79,3,South Shore,2999.49,4037.24,2.0,Yes
7064,1.0,rent,3502,24188.89,1,North Shore,2728.27,1517.09,1.0,No
7065,1.0,rent,2622,46392.1,1,Middlesex,4818.93,3664.93,1.0,No
7066,1.0,own,3816,86715.21,2,Suffolk,4122.23,4751.17,1.0,No
7067,2.0,own,4542,92268.86,0,Middlesex,2057.24,4611.75,2.0,Yes
7068,2.0,rent,4891,113943.94,2,Suffolk,2499.4,5036.12,2.0,No
7069,0.0,own,3435,92917.9,2,Suffolk,3172.52,4399.12,0.0,Yes
7070,2.0,rent,3060,133238.83,2,MetroWest,5294.73,4298.49,2.0,No
7071,3.0,own,3585,67868.82,1,North Shore,1403.26,3847.43,3.0,No
7072,3.0,own,3411,70221.98,2,South Shore,4481.76,3553.91,3.0,No
7073,1.0,own,2717,124501.68,2,Suffolk,2111.01,4319.13,1.0,No
7074,0.0,own,3005,78743.07,1,Middlesex,4358.62,4629.18,0.0,No
7075,1.0,own,4480,94312.25,1,Suffolk,3723.55,4353.93,1.0,No
7076,2.0,own,3340,90132.96,0,MetroWest,5471.74,3696.25,2.0,No
7077,1.0,own,4087,99556.24,1,Middlesex,3132.31,3636.34,1.0,No
7078,2.0,own,1888,66713.39,2,North Shore,2593.83,3736.49,2.0,No
7079,2.0,own,4231,78275.81,1,Middlesex,2182.34,3535.15,2.0,No
7080,1.0,own,2952,121582.13,2,MetroWest,7758.31,4530.4,1.0,No
7081,2.0,rent,3042,75181.03,0,South Shore,1711.49,4177.16,2.0,No
7082,2.0,rent,3048,123668.57,1,MetroWest,3245.51,4774.94,2.0,No
7083,2.0,rent,2307,58404.94,1,MetroWest,4777.09,4006.24,2.0,No
7084,2.0,rent,2091,94536.72,2,Middlesex,1188.54,4031.0,2.0,No
7085,2.0,own,2595,115906.2,1,MetroWest,5419.92,3337.58,2.0,No
7086,1.0,own,4259,96886.5,2,North Shore,1806.0,3663.3,1.0,Yes
7087,3.0,rent,3857,113534.64,1,MetroWest,4091.33,4009.35,3.0,Yes
7088,0.0,own,2548,82156.62,2,Suffolk,1895.87,3787.21,0.0,No
7089,2.0,own,1853,54200.01,3,North Shore,4058.62,3152.85,2.0,Yes
7090,1.0,own,3041,104526.0,1,MetroWest,6596.9,5032.83,1.0,No
7091,2.0,rent,1984,108978.58,2,Middlesex,3802.57,2979.22,2.0,No
7092,3.0,own,3412,127605.76,1,MetroWest,4858.99,4699.21,3.0,No
7093,2.0,own,3837,114790.72,0,MetroWest,3603.18,5198.72,2.0,No
7094,1.0,own,1831,95962.34,0,South Shore,3717.24,4314.62,1.0,No
7095,1.0,own,2663,77693.3,1,Suffolk,2582.28,3301.65,1.0,No
7096,2.0,rent,3225,76369.69,1,South Shore,3300.81,3562.39,2.0,No
7097,1.0,own,4083,81899.52,2,South Shore,3025.83,3207.51,1.0,No
7098,1.0,own,2175,50463.22,1,Middlesex,3056.43,1050.9,1.0,No
7099,2.0,rent,1834,65200.92,2,North Shore,2703.1,2769.78,2.0,Yes
7100,2.0,own,3973,82726.77,2,South Shore,3253.78,4777.64,2.0,No
7101,4.0,own,1448,61778.76,2,South Shore,4871.71,3019.48,4.0,No
7102,2.0,own,3110,55510.75,1,South Shore,4312.38,3700.0,2.0,No
7103,0.0,own,2654,97556.66,1,Suffolk,2853.61,4202.35,0.0,No
7104,1.0,own,3453,111651.77,1,Suffolk,2938.68,5059.03,1.0,No
7105,2.0,own,4514,57976.82,2,Middlesex,3188.81,3319.34,2.0,No
7106,2.0,own,3804,67573.77,0,North Shore,1778.8,3651.02,2.0,Yes
7107,1.0,rent,3016,127086.25,1,Suffolk,3588.65,3800.71,1.0,No
7108,2.0,own,3137,43625.95,1,North Shore,1851.24,3267.83,2.0,Yes
7109,2.0,own,2167,101154.84,2,MetroWest,4061.58,4598.58,2.0,No
7110,2.0,own,2651,152389.42,3,MetroWest,6123.38,5507.66,2.0,No
7111,1.0,rent,3645,104710.55,2,Middlesex,3466.16,3321.31,1.0,No
7112,2.0,own,4150,104231.52,0,Middlesex,3710.42,4583.13,2.0,No
7113,1.0,own,2565,126845.8,2,MetroWest,4011.1,4177.78,1.0,No
7114,1.0,own,3683,84180.01,0,South Shore,3488.46,3975.3,1.0,No
7115,2.0,own,3549,88545.37,3,Middlesex,2909.63,4251.04,2.0,No
7116,1.0,own,1485,99747.13,1,Suffolk,4425.58,4120.17,1.0,No
7117,2.0,own,2535,71107.24,2,North Shore,1872.91,3317.41,2.0,No
7118,1.0,rent,4097,107933.8,2,MetroWest,5622.52,5185.86,1.0,No
7119,2.0,own,3713,110890.77,0,South Shore,3516.53,4645.4,2.0,No
7120,1.0,own,3715,131160.37,2,MetroWest,5707.48,5572.25,1.0,No
7121,1.0,own,3146,87670.6,0,South Shore,3122.6,3594.21,1.0,No
7122,0.0,own,3513,88767.02,1,Suffolk,4471.83,3563.64,0.0,Yes
7123,3.0,own,2595,82097.07,2,MetroWest,1804.64,4129.8,3.0,No
7124,1.0,rent,4034,122005.49,1,Suffolk,3572.81,4676.44,1.0,Yes
7125,2.0,own,4470,65615.66,1,Middlesex,4716.52,3156.72,2.0,No
7126,0.0,rent,4440,66744.36,1,South Shore,3680.83,4078.39,0.0,No
7127,1.0,rent,3313,108384.91,1,Middlesex,3433.77,5339.32,1.0,No
7128,0.0,own,2477,84616.71,1,South Shore,3783.29,3997.19,0.0,No
7129,1.0,own,3356,78563.04,2,North Shore,3187.4,1927.21,1.0,Yes
7130,2.0,own,3117,64933.91,2,MetroWest,4781.72,4620.8,2.0,No
7131,1.0,rent,4097,92250.37,3,Suffolk,1069.65,3241.45,1.0,Yes
7132,3.0,rent,3106,68530.5,3,Middlesex,2625.83,4281.6,3.0,No
7133,2.0,own,2622,49250.88,2,North Shore,2390.48,2518.52,2.0,No
7134,2.0,rent,2745,73226.82,4,South Shore,3060.51,2892.3,2.0,Yes
7135,2.0,rent,2624,96289.75,2,South Shore,3058.86,4242.39,2.0,Yes
7136,1.0,own,4140,103509.07,2,Suffolk,5000.91,4209.08,1.0,No
7137,2.0,own,3538,81440.42,1,North Shore,3046.14,3925.75,2.0,Yes
7138,2.0,own,2863,89822.02,1,Middlesex,4421.85,4490.75,2.0,No
7139,1.0,own,2830,59889.67,2,North Shore,2009.06,3193.73,1.0,No
7140,0.0,rent,4379,65956.07,2,Suffolk,5418.54,4475.7,0.0,No
7141,1.0,own,3418,119109.3,3,MetroWest,4759.21,3722.75,1.0,No
7142,3.0,own,3747,87855.55,2,Middlesex,3394.29,3257.04,3.0,No
7143,1.0,rent,2682,46935.64,0,North Shore,2101.41,3839.88,1.0,Yes
7144,3.0,rent,2442,110594.02,1,MetroWest,5493.27,3952.16,3.0,No
7145,3.0,own,2587,40626.74,1,North Shore,1782.01,2642.02,3.0,No
7146,1.0,own,2720,66645.25,1,Middlesex,1596.51,3753.31,1.0,No
7147,3.0,own,2903,105652.96,2,MetroWest,4642.85,4391.08,3.0,Yes
7148,2.0,own,2585,77784.13,1,Middlesex,3517.42,3242.12,2.0,No
7149,1.0,own,4236,91075.93,2,South Shore,2692.27,4048.85,1.0,No
7150,,rent,3631,68898.26,3,Suffolk,3593.16,4543.55,,No
7151,2.0,own,3634,29031.9,2,North Shore,2454.43,3413.32,2.0,No
7152,2.0,own,3288,67791.47,1,North Shore,2317.7,3817.7,2.0,No
7153,2.0,own,3071,53370.72,2,Middlesex,3242.93,3484.45,2.0,No
7154,1.0,rent,2313,75453.58,1,South Shore,3609.27,2775.02,1.0,No
7155,1.0,own,3036,95380.98,3,Suffolk,4139.92,4195.26,1.0,No
7156,1.0,own,4320,98602.75,2,Suffolk,5234.23,4897.79,1.0,Yes
7157,2.0,rent,2750,58967.42,3,North Shore,2058.29,3571.9,2.0,Yes
7158,2.0,own,2149,97605.76,2,South Shore,3812.21,3388.98,2.0,Yes
7159,1.0,own,1850,53229.56,1,North Shore,2589.67,2674.13,1.0,No
7160,2.0,own,3045,58272.18,1,North Shore,3075.62,3379.63,2.0,Yes
7161,1.0,rent,2898,104074.89,2,North Shore,2232.76,3130.25,1.0,No
7162,1.0,own,4608,127067.57,2,MetroWest,5735.43,4494.94,1.0,No
7163,2.0,rent,3406,68005.22,2,South Shore,4146.27,3600.05,2.0,No
