"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
6417,126712,386426,"Tech",46,2,15,"Maine","SUV",5,"consume"
6418,87580,576463,"Services",50,7,13,"Maine","Sedan",3,"entertain"
6419,60424,400325,"Services",50,1,50,"Maine","SUV",1,"entertain"
6420,94856,508345,"Education",50,4,12,"Maine","Compact/Hybrid",3,"consume"
6421,96761,573466,"Govt",54,8,11,"New Hampshire","Compact/Hybrid",6,"consume"
6422,141566,547796,"Finance",48,6,11,"New Hampshire","SUV",6,"consume"
6423,118848,474114,"Tech",42,2,17,"Maine","SUV",3,"consume"
6424,86224,534763,"Services",47,5,12,"Maine","Pickup",4,"consume"
6425,89106,443698,"Finance",49,4,4,"Maine","Sedan",4,"consume"
6426,56188,443598,"Education",46,3,13,"Vermont","Sedan",6,"entertain"
6427,98103,588285,"Services",47,4,13,"New Hampshire","",4,"entertain"
6428,79521,489276,"Govt",43,3,15,"Rhode Island","SUV",4,"entertain"
6429,90731,376287,"Govt",51,2,15,"Quebec","SUV",5,"consume"
6430,128877,476416,"Finance",40,5,16,"Maine","SUV",7,"consume"
6431,89582,424958,"Education",36,1,36,"Maine","SUV",4,"consume"
6432,20487,351196,"Finance",49,6,10,"Maine","LuxurySedan",4,"consume"
6433,86259,537283,"Govt",46,3,13,"Maine","Sedan",5,"entertain"
6434,122003,472528,"Education",44,3,12,"Maine","SUV",4,"consume"
6435,93868,450411,"Tech",40,5,6,"Connecticut","LuxurySedan",6,"consume"
6436,82932,549991,"Services",41,1,41,"Maine","SUV",3,"consume"
6437,47412,399569,"Govt",44,5,10,"Connecticut","Pickup",5,"entertain"
6438,87453,495577,"Other",45,4,12,"Quebec","LuxurySedan",5,"consume"
6439,117238,528914,"Education",51,6,15,"Maine","Pickup",5,"entertain"
6440,101642,462066,"Finance",42,4,8,"Maine","Pickup",3,"entertain"
6441,71207,374880,"Tech",47,4,10,"Maine","LuxurySedan",4,"consume"
6442,58900,405820,"Govt",39,5,16,"Ontario","SUV",4,"consume"
6443,100556,468931,"Manufacturing",47,4,14,"Maine","Pickup",2,"consume"
6444,70088,372768,"Education",48,3,21,"New Hampshire","SUV",7,"consume"
6445,105847,391199,"Finance",45,3,9,"Maine","LuxurySedan",4,"consume"
6446,104528,434365,"Finance",44,5,15,"New York","LuxurySedan",4,"consume"
6447,96860,483788,"Govt",45,5,15,"Maine","Sedan",3,"entertain"
6448,89964,412796,"Manufacturing",40,5,18,"Maine","LuxurySedan",4,"entertain"
6449,80057,420715,"Govt",45,6,15,"Maine","Sedan",2,"consume"
6450,87969,508923,"Govt",47,5,17,"Massachusetts","LuxurySedan",0,"entertain"
6451,150034,524953,"Finance",43,4,15,"Massachusetts","SUV",5,"consume"
6452,90446,457379,"Other",41,6,12,"Massachusetts","SUV",3,"entertain"
6453,83405,365916,"Govt",48,4,12,"Vermont","SUV",5,"consume"
6454,62409,429119,"Services",54,5,15,"Maine","SUV",5,"consume"
6455,82317,596787,"Govt",52,2,13,"Maine","LuxurySedan",6,"consume"
6456,109793,507816,"Education",41,6,13,"Maine","Sedan",3,"entertain"
6457,102881,571959,"Govt",50,4,14,"New Hampshire","Sedan",2,"entertain"
6458,119469,523951,"Finance",40,5,16,"Rhode Island","Pickup",4,"entertain"
6459,68296,423383,"Govt",49,3,7,"Maine","Compact/Hybrid",5,"entertain"
6460,106488,502394,"Education",41,5,10,"Maine","LuxurySedan",5,"entertain"
6461,66112,476996,"Education",48,2,13,"Maine","LuxurySedan",4,"entertain"
6462,94174,346752,"Tech",43,3,14,"Maine","Compact/Hybrid",9,"consume"
6463,109751,537380,"Govt",50,8,14,"Maine","SUV",5,"consume"
6464,96301,454679,"Services",52,3,15,"New Hampshire","SUV",3,"entertain"
6465,151599,553123,"Other",42,2,15,"New York","LuxurySedan",8,"entertain"
6466,112883,562801,"Finance",51,5,10,"Vermont","SUV",6,"entertain"
6467,73388,448591,"Govt",44,6,9,"Can_Other","Sedan",6,"consume"
6468,100429,499692,"Tech",48,6,9,"Rhode Island","LuxurySedan",1,"consume"
6469,86168,410083,"Other",41,3,12,"Maine","SUV",4,"consume"
6470,82139,442694,"Services",45,3,15,"Maine","",3,"consume"
6471,120538,496475,"Finance",39,5,21,"Maine","LuxurySedan",0,"consume"
6472,96201,527366,"Education",49,6,14,"New York","LuxurySedan",4,"entertain"
6473,107306,472198,"Finance",39,3,10,"Ontario","SUV",5,"entertain"
6474,114590,527892,"Finance",42,8,15,"Maine","LuxurySedan",5,"entertain"
6475,90697,469397,"Education",46,6,13,"Maine","Sedan",5,"consume"
6476,107473,464859,"Services",52,2,23,"Vermont","SUV",0,"entertain"
6477,106774,430327,"Tech",48,5,7,"Massachusetts","LuxurySedan",6,"consume"
6478,54584,477582,"Govt",37,7,11,"Maine","",7,"entertain"
6479,102867,522967,"Services",43,2,15,"Ontario","SUV",2,"entertain"
6480,146299,487036,"Tech",44,7,9,"Ontario","LuxurySedan",3,"consume"
6481,126897,443476,"Finance",41,6,14,"US_Other","SUV",9,"consume"
6482,101620,459495,"Tech",45,7,11,"Ontario","SUV",4,"entertain"
6483,110204,446242,"Finance",45,3,4,"US_Other","SUV",5,"consume"
6484,96025,420110,"Finance",46,3,12,"Quebec","Sedan",2,"consume"
6485,77866,546324,"Education",39,6,17,"Quebec","SUV",7,"entertain"
6486,56283,379168,"Education",43,1,43,"Maine","Sedan",5,"consume"
6487,86763,465963,"Govt",51,1,51,"Vermont","Sedan",7,"consume"
6488,135052,593084,"Finance",51,3,13,"Ontario","",3,"entertain"
6489,94932,397915,"Finance",42,5,19,"New York","SUV",7,"entertain"
6490,124898,492053,"Finance",46,5,15,"New York","SUV",3,"entertain"
6491,86859,426254,"Education",50,7,20,"Ontario","Sedan",5,"entertain"
6492,157004,509575,"Finance",47,5,8,"Maine","",1,"consume"
6493,53007,364207,"Services",44,1,44,"Maine","SUV",4,"entertain"
6494,118489,456269,"Finance",54,5,18,"New Hampshire","Pickup",4,"consume"
6495,33818,403627,"Govt",44,3,14,"New Hampshire","SUV",5,"entertain"
6496,80954,434856,"Govt",50,1,50,"Vermont","SUV",7,"entertain"
6497,121561,499846,"Tech",45,3,12,"Maine","Sedan",2,"consume"
6498,129592,576761,"Services",51,3,12,"Massachusetts","Compact/Hybrid",5,"consume"
6499,90245,481230,"Govt",36,6,18,"Vermont","Compact/Hybrid",7,"entertain"
6500,132999,523945,"Other",45,3,12,"Quebec","SUV",3,"entertain"
6501,122897,472507,"Finance",44,7,3,"Maine","Sedan",7,"entertain"
6502,125077,437846,"Finance",49,6,16,"Rhode Island","SUV",6,"consume"
6503,155882,597886,"Finance",45,6,15,"Maine","LuxurySedan",7,"entertain"
6504,106926,431629,"Tech",43,3,14,"Maine","Sedan",6,"consume"
6505,62697,336192,"Other",44,6,11,"Quebec","LuxurySedan",3,"consume"
6506,98039,548353,"Education",52,3,13,"Ontario","SUV",3,"entertain"
6507,95337,480366,"Finance",45,4,5,"US_Other","Sedan",5,"consume"
6508,123693,431701,"Tech",49,4,14,"Maine","SUV",1,"consume"
6509,131867,510630,"Tech",53,4,11,"Maine","SUV",6,"entertain"
6510,73458,464327,"Services",46,5,14,"US_Other","Sedan",4,"consume"
6511,140273,503160,"Finance",48,4,17,"Ontario","LuxurySedan",2,"entertain"
6512,49530,376040,"Govt",53,5,13,"Vermont","LuxurySedan",1,"consume"
6513,112788,547732,"Manufacturing",45,1,45,"Ontario","SUV",3,"consume"
6514,143571,524113,"Tech",42,5,14,"New Hampshire","Sedan",3,"entertain"
6515,92771,411617,"Govt",47,2,8,"US_Other","SUV",6,"consume"
6516,134334,596642,"Tech",46,7,12,"Rhode Island","SUV",7,"entertain"
6517,164738,570127,"Finance",50,4,15,"New Hampshire","Pickup",4,"entertain"
6518,95491,449817,"Govt",45,8,14,"Maine","SUV",7,"consume"
6519,86510,322373,"Finance",53,3,17,"Vermont","SUV",5,"consume"
6520,98842,465237,"Education",35,3,18,"Maine","SUV",2,"entertain"
6521,115613,531239,"Finance",49,3,13,"New York","LuxurySedan",6,"consume"
6522,98608,397829,"Services",45,3,16,"Ontario","Sedan",5,"entertain"
6523,138870,542894,"Education",42,1,42,"Maine","LuxurySedan",4,"entertain"
6524,64097,436288,"Govt",43,5,13,"New York","",5,"consume"
6525,148447,541330,"Finance",45,4,17,"Maine","SUV",4,"entertain"
6526,143929,603065,"Tech",47,7,9,"Maine","SUV",3,"entertain"
6527,85396,426926,"Tech",44,4,14,"Maine","SUV",6,"entertain"
6528,144528,498653,"Tech",36,4,15,"Vermont","LuxurySedan",2,"entertain"
6529,109345,351979,"Finance",44,7,9,"New Hampshire","SUV",4,"entertain"
6530,53369,406985,"Govt",46,5,14,"Maine","SUV",8,"entertain"
6531,99894,431906,"Services",51,1,51,"New York","LuxurySedan",5,"consume"
6532,77463,468671,"Govt",45,3,15,"Maine","SUV",6,"consume"
6533,88778,436747,"Services",45,4,13,"Connecticut","SUV",0,"entertain"
6534,52371,380598,"Govt",36,7,12,"Maine","LuxurySedan",3,"consume"
6535,95095,449951,"Services",47,4,11,"Ontario","SUV",6,"entertain"
6536,88747,458476,"Services",49,1,49,"Vermont","Pickup",4,"consume"
6537,124250,593040,"Other",45,6,9,"Vermont","LuxurySedan",3,"consume"
6538,139965,566577,"Finance",53,5,16,"Maine","LuxurySedan",4,"consume"
6539,65344,557654,"Govt",51,1,51,"New York","LuxurySedan",5,"consume"
6540,73753,327787,"Education",53,3,13,"Quebec","",6,"entertain"
6541,104021,504496,"Finance",45,6,13,"Maine","SUV",3,"entertain"
6542,88351,468628,"Govt",42,3,19,"Maine","SUV",3,"entertain"
6543,87151,478072,"Tech",48,7,20,"Can_Other","Pickup",4,"entertain"
6544,111270,537882,"Services",48,4,13,"Maine","SUV",2,"consume"
6545,98064,463180,"Education",46,7,14,"Massachusetts","Sedan",4,"entertain"
6546,92907,487103,"Tech",42,6,7,"Quebec","Sedan",4,"entertain"
6547,112988,514814,"Tech",42,3,11,"Maine","LuxurySedan",1,"consume"
6548,113932,471513,"Finance",41,5,15,"Maine","SUV",5,"entertain"
6549,91236,489225,"Services",49,3,12,"New York","SUV",4,"consume"
6550,107607,494824,"Govt",45,2,8,"Maine","SUV",2,"consume"
6551,109830,489241,"Govt",45,7,16,"Maine","SUV",6,"entertain"
6552,93843,353323,"Tech",42,8,11,"New Hampshire","LuxurySedan",4,"consume"
6553,69597,463996,"Govt",43,2,17,"New Hampshire","SUV",5,"entertain"
6554,47921,426028,"Govt",48,3,10,"US_Other","SUV",3,"consume"
6555,95570,389945,"Finance",50,6,14,"Ontario","LuxurySedan",2,"consume"
6556,98814,526625,"Govt",37,3,18,"New Hampshire","Sedan",3,"consume"
6557,113580,460297,"Finance",44,6,15,"Maine","SUV",6,"consume"
6558,96608,407044,"Govt",54,3,13,"Maine","",3,"entertain"
6559,98810,461005,"Finance",39,5,19,"Maine","Sedan",3,"entertain"
6560,110757,478786,"Tech",47,1,47,"Vermont","Pickup",3,"entertain"
6561,43862,381429,"Govt",55,2,14,"Maine","SUV",2,"entertain"
6562,101798,456405,"Education",39,2,16,"Ontario","Compact/Hybrid",4,"consume"
6563,85303,418356,"Manufacturing",51,1,51,"Maine","SUV",4,"entertain"
6564,20888,335888,"Govt",43,1,43,"New Hampshire","SUV",3,"entertain"
6565,39493,354568,"Services",42,3,19,"Quebec","Sedan",4,"entertain"
6566,86377,419372,"Tech",40,7,16,"Massachusetts","Pickup",3,"entertain"
6567,71011,548610,"Govt",47,4,7,"Ontario","LuxurySedan",2,"entertain"
6568,103644,406063,"Finance",45,5,11,"Maine","LuxurySedan",3,"entertain"
6569,116993,422290,"Finance",42,5,12,"Vermont","SUV",0,"entertain"
6570,92107,499745,"Education",42,4,18,"Maine","LuxurySedan",4,"entertain"
6571,87439,445137,"Govt",45,6,14,"Can_Other","Pickup",3,"consume"
6572,34831,363075,"Govt",53,3,15,"New Hampshire","LuxurySedan",5,"consume"
6573,125607,464212,"Education",44,7,10,"Connecticut","LuxurySedan",4,"consume"
6574,76437,517739,"Education",44,2,15,"Maine","SUV",5,"entertain"
6575,98360,470162,"Tech",42,6,12,"Maine","Sedan",2,"consume"
6576,101744,585104,"Tech",46,6,5,"Rhode Island","LuxurySedan",5,"consume"
6577,103121,474425,"Tech",46,4,10,"New Hampshire","SUV",6,"entertain"
6578,109246,504307,"Govt",43,4,11,"Ontario","SUV",5,"entertain"
6579,74988,460969,"Govt",48,5,16,"Maine","SUV",5,"entertain"
6580,74246,385677,"Education",48,3,23,"Maine","SUV",2,"consume"
6581,79070,417811,"Services",40,3,13,"US_Other","Sedan",3,"entertain"
6582,96177,511223,"Govt",43,2,18,"Vermont","SUV",6,"consume"
6583,141729,524285,"Finance",46,1,46,"New York","LuxurySedan",5,"entertain"
6584,66481,419989,"Education",47,5,13,"Maine","Sedan",3,"consume"
6585,89352,391611,"Tech",45,4,16,"Ontario","SUV",4,"consume"
6586,102703,558229,"Services",41,6,13,"Maine","Pickup",4,"consume"
6587,85720,567636,"Govt",53,1,53,"New Hampshire","LuxurySedan",3,"consume"
6588,123539,457601,"Finance",52,6,19,"Maine","LuxurySedan",4,"entertain"
6589,128245,504886,"Tech",49,5,12,"Maine","Sedan",4,"consume"
6590,96151,478105,"Services",44,6,18,"Quebec","LuxurySedan",5,"consume"
6591,110328,319915,"Tech",39,2,10,"Maine","Compact/Hybrid",4,"consume"
6592,128266,545590,"Finance",48,3,7,"Maine","SUV",3,"entertain"
6593,69601,361902,"Education",42,5,15,"New Hampshire","Pickup",4,"consume"
6594,120143,498889,"Finance",50,5,15,"Maine","",2,"entertain"
6595,79285,450574,"Services",45,1,45,"Maine","LuxurySedan",5,"entertain"
6596,146763,541591,"Finance",51,7,18,"Maine","LuxurySedan",5,"consume"
6597,40738,373403,"Services",43,5,13,"Maine","LuxurySedan",3,"entertain"
6598,116618,344720,"Finance",41,4,12,"Maine","SUV",6,"entertain"
6599,71081,417906,"Education",45,6,19,"New Hampshire","",2,"consume"
6600,93124,411131,"Finance",52,6,16,"Maine","Sedan",5,"consume"
6601,143388,551059,"Tech",46,4,4,"Maine","Sedan",4,"entertain"
6602,138522,516253,"Tech",51,4,9,"New York","Compact/Hybrid",2,"entertain"
6603,84553,467660,"Tech",36,8,12,"Vermont","Sedan",4,"entertain"
6604,114624,479245,"Finance",42,3,16,"New Hampshire","SUV",4,"consume"
6605,112871,481621,"Tech",45,4,13,"Maine","LuxurySedan",4,"consume"
6606,85873,405412,"Services",42,5,12,"Vermont","LuxurySedan",5,"entertain"
6607,193571,535659,"Tech",41,3,16,"Connecticut","SUV",7,"entertain"
6608,132379,466691,"Finance",43,6,12,"Vermont","SUV",2,"consume"
6609,91682,381708,"Tech",41,6,7,"Maine","SUV",4,"entertain"
6610,107790,380565,"Tech",32,3,15,"New Hampshire","Sedan",0,"entertain"
6611,80206,405816,"Govt",47,5,8,"New Hampshire","Sedan",3,"entertain"
6612,43193,379842,"Services",51,2,14,"Connecticut","Pickup",4,"consume"
6613,66351,376561,"Education",44,3,20,"Quebec","LuxurySedan",4,"entertain"
6614,119037,506752,"Services",47,5,12,"Maine","SUV",5,"consume"
6615,146856,589545,"Tech",49,6,14,"Maine","LuxurySedan",4,"entertain"
6616,54027,321238,"Govt",39,4,17,"US_Other","LuxurySedan",4,"entertain"
6617,110511,507351,"Finance",49,2,10,"Maine","Sedan",6,"consume"
6618,154684,528508,"Tech",47,1,47,"Rhode Island","LuxurySedan",5,"entertain"
6619,83052,360413,"Finance",46,8,12,"New Hampshire","Sedan",2,"consume"
6620,133715,608255,"Tech",49,7,14,"Maine","Sedan",5,"entertain"
6621,74385,489003,"Govt",41,4,17,"Rhode Island","Pickup",4,"entertain"
6622,88716,504068,"Govt",39,4,17,"New Hampshire","SUV",5,"consume"
6623,82210,466504,"Education",49,6,12,"Maine","Pickup",3,"consume"
6624,75868,506728,"Govt",50,4,15,"US_Other","LuxurySedan",6,"entertain"
6625,47359,380011,"Services",40,6,19,"Ontario","LuxurySedan",6,"consume"
6626,98251,398955,"Education",36,5,12,"Rhode Island","SUV",4,"entertain"
6627,72323,404959,"Finance",41,5,6,"Massachusetts","SUV",4,"consume"
6628,109592,506052,"Govt",45,3,10,"Vermont","Sedan",2,"consume"
6629,111904,650163,"Govt",43,5,15,"Vermont","Sedan",5,"entertain"
6630,119547,429832,"Services",51,3,15,"Connecticut","SUV",1,"consume"
6631,88042,563887,"Services",43,5,14,"Rhode Island","Compact/Hybrid",6,"entertain"
6632,135185,500689,"Finance",45,1,45,"Ontario","SUV",5,"consume"
6633,131557,581676,"Services",52,4,17,"New Hampshire","Sedan",2,"entertain"
6634,127080,556937,"Finance",47,4,14,"US_Other","LuxurySedan",3,"consume"
6635,99909,438125,"Tech",49,7,12,"Massachusetts","Sedan",6,"consume"
6636,67830,451385,"Govt",45,4,16,"Maine","SUV",4,"entertain"
6637,97660,486166,"Finance",40,7,11,"New York","Sedan",7,"entertain"
6638,73405,541882,"Govt",43,3,7,"Maine","SUV",4,"entertain"
6639,82531,509803,"Education",49,3,24,"New Hampshire","SUV",1,"entertain"
6640,106313,475668,"Education",48,7,15,"New Hampshire","Compact/Hybrid",6,"consume"
6641,56798,305892,"Govt",42,4,13,"New Hampshire","LuxurySedan",7,"consume"
6642,59275,405491,"Govt",52,4,14,"Maine","SUV",3,"consume"
6643,121267,525562,"Tech",49,5,19,"New York","SUV",3,"entertain"
6644,122016,463358,"Tech",52,4,10,"Massachusetts","SUV",3,"entertain"
6645,80879,356071,"Education",45,1,45,"Maine","Sedan",2,"consume"
6646,54176,433580,"Govt",39,1,39,"New Hampshire","SUV",4,"consume"
6647,134049,550137,"Tech",51,4,9,"Maine","",5,"consume"
6648,111219,467449,"Tech",45,3,18,"Massachusetts","SUV",4,"consume"
6649,50728,427362,"Govt",46,2,14,"Maine","SUV",4,"consume"
6650,108933,467284,"Education",46,4,13,"Maine","SUV",6,"entertain"
6651,56976,328511,"Services",42,4,16,"Vermont","Sedan",6,"consume"
6652,101349,515255,"Services",40,5,18,"New Hampshire","LuxurySedan",2,"entertain"
6653,75560,373987,"Tech",36,5,12,"Quebec","Sedan",1,"consume"
6654,60415,388611,"Services",50,6,13,"US_Other","SUV",5,"consume"
6655,131905,589723,"Tech",47,4,8,"New York","SUV",3,"entertain"
6656,82331,447028,"Services",47,2,16,"Maine","SUV",6,"entertain"
6657,99765,416511,"Finance",50,3,7,"New Hampshire","SUV",4,"entertain"
6658,87772,542487,"Govt",39,4,15,"Ontario","Compact/Hybrid",1,"consume"
6659,75359,425821,"Education",50,3,15,"Maine","Pickup",4,"entertain"
6660,116455,563252,"Services",41,5,21,"Quebec","Sedan",4,"consume"
6661,75262,447383,"Govt",42,4,13,"Maine","Pickup",5,"entertain"
6662,58758,446471,"Services",47,3,12,"Rhode Island","SUV",6,"consume"
6663,82362,424216,"Manufacturing",50,5,14,"Can_Other","Pickup",7,"consume"
6664,40558,388524,"Govt",51,1,51,"Vermont","SUV",7,"entertain"
6665,75006,506163,"Govt",44,4,12,"New Hampshire","LuxurySedan",5,"entertain"
6666,129760,505639,"Finance",39,4,19,"Maine","Sedan",5,"consume"
6667,90280,527266,"Govt",44,6,16,"US_Other","SUV",1,"consume"
6668,64177,466799,"Govt",41,6,16,"Maine","SUV",4,"entertain"
6669,47369,343235,"Education",44,4,16,"Maine","SUV",5,"consume"
6670,102830,531535,"Govt",42,5,8,"Maine","Sedan",4,"entertain"
6671,60762,386096,"Tech",51,4,11,"Maine","SUV",5,"consume"
6672,72029,504877,"Govt",45,4,7,"New Hampshire","Sedan",4,"consume"
6673,156849,675058,"Finance",39,8,9,"US_Other","LuxurySedan",2,"consume"
6674,73152,465198,"Education",45,4,19,"Maine","SUV",5,"consume"
6675,139237,490073,"Finance",51,4,13,"Massachusetts","SUV",4,"entertain"
6676,23254,426963,"Education",46,2,18,"Massachusetts","Pickup",6,"entertain"
6677,105365,428312,"Services",43,4,12,"Vermont","Sedan",1,"consume"
6678,95757,498977,"Finance",50,4,10,"Maine","Sedan",5,"consume"
6679,114984,489737,"Finance",50,4,9,"New Hampshire","LuxurySedan",1,"entertain"
6680,80806,376195,"Tech",41,3,10,"Massachusetts","Sedan",5,"consume"
6681,84038,498021,"Finance",44,6,8,"US_Other","LuxurySedan",3,"entertain"
6682,134097,548580,"Tech",48,6,11,"Vermont","LuxurySedan",5,"consume"
6683,71588,515545,"Govt",45,4,8,"Massachusetts","SUV",5,"consume"
6684,92851,496584,"Finance",41,8,10,"New Hampshire","Sedan",4,"consume"
6685,86688,493412,"Education",41,5,13,"Ontario","SUV",2,"entertain"
6686,113576,475150,"Other",46,1,46,"Vermont","Compact/Hybrid",3,"consume"
6687,69231,468226,"Services",38,4,16,"Rhode Island","SUV",6,"consume"
6688,74450,386834,"Govt",46,4,10,"Maine","Sedan",3,"consume"
6689,145540,545900,"Other",51,4,17,"New York","LuxurySedan",4,"consume"
6690,78919,449027,"Services",53,5,14,"Vermont","Compact/Hybrid",4,"entertain"
6691,113951,574904,"Tech",48,5,11,"Maine","SUV",6,"entertain"
6692,43301,344715,"Govt",50,6,14,"Vermont","Pickup",3,"entertain"
6693,81455,490118,"Services",47,4,18,"Maine","Sedan",5,"entertain"
6694,107649,432788,"Education",56,3,16,"Vermont","Compact/Hybrid",3,"consume"
6695,76719,345412,"Education",37,2,13,"New Hampshire","SUV",8,"consume"
6696,121934,490314,"Finance",49,8,12,"Maine","LuxurySedan",3,"entertain"
6697,100597,461324,"Govt",35,5,8,"Maine","LuxurySedan",5,"consume"
6698,115328,675177,"Finance",43,6,9,"Connecticut","LuxurySedan",4,"consume"
6699,142084,459439,"Tech",47,4,13,"Rhode Island","SUV",4,"consume"
6700,117792,453686,"Finance",42,3,10,"Maine","SUV",5,"consume"
6701,88067,416710,"Services",45,5,21,"Maine","Pickup",2,"consume"
6702,53892,352745,"Govt",42,9,24,"New Hampshire","SUV",5,"consume"
6703,85380,399428,"Tech",39,5,11,"Maine","Sedan",5,"entertain"
6704,72563,381889,"Education",47,5,20,"Quebec","",4,"entertain"
6705,111295,466204,"Tech",43,5,9,"Ontario","Sedan",6,"entertain"
6706,32840,359652,"Education",44,7,12,"Maine","LuxurySedan",5,"consume"
6707,110074,547725,"Tech",46,6,15,"Maine","SUV",3,"consume"
6708,83693,501877,"Education",44,4,10,"Maine","LuxurySedan",4,"entertain"
6709,83902,482760,"Tech",43,7,11,"New York","Sedan",4,"entertain"
6710,58755,403063,"Services",46,6,20,"Connecticut","SUV",2,"consume"
6711,111263,549425,"Govt",46,4,16,"New York","LuxurySedan",7,"entertain"
6712,133348,527312,"Tech",54,5,10,"Maine","LuxurySedan",2,"entertain"
6713,80749,442464,"Tech",43,6,6,"New Hampshire","LuxurySedan",4,"consume"
6714,113512,318410,"Tech",47,6,14,"Maine","Pickup",3,"entertain"
6715,111289,482596,"Services",43,8,11,"Maine","Pickup",4,"entertain"
6716,131597,496877,"Tech",50,2,10,"Massachusetts","Sedan",2,"consume"
6717,99789,511613,"Finance",56,5,13,"New Hampshire","",4,"consume"
6718,149857,483000,"Finance",44,3,9,"Can_Other","LuxurySedan",2,"consume"
6719,69152,441947,"Education",46,6,13,"New Hampshire","SUV",7,"entertain"
6720,60072,443235,"Govt",49,3,15,"New Hampshire","SUV",4,"entertain"
6721,105306,538463,"Services",42,8,11,"Maine","SUV",5,"entertain"
6722,118933,503907,"Services",41,3,10,"US_Other","SUV",5,"consume"
6723,91131,425307,"Education",38,5,13,"Quebec","SUV",5,"consume"
6724,71538,454286,"Govt",54,8,16,"Vermont","Compact/Hybrid",6,"entertain"
6725,98004,507715,"Tech",42,2,12,"Maine","Sedan",1,"entertain"
6726,103186,524004,"Govt",49,4,14,"Maine","SUV",8,"entertain"
6727,138841,521223,"Finance",50,4,19,"US_Other","SUV",4,"entertain"
6728,120515,511038,"Tech",44,3,15,"Quebec","Sedan",7,"entertain"
6729,90727,401864,"Education",46,2,15,"Ontario","SUV",6,"entertain"
6730,115424,522777,"Tech",53,2,7,"New Hampshire","Sedan",2,"consume"
6731,84699,384659,"Services",53,5,14,"Maine","Sedan",5,"entertain"
6732,53269,377345,"Tech",47,7,12,"Maine","LuxurySedan",3,"entertain"
6733,52149,473606,"Services",52,1,52,"New Hampshire","Compact/Hybrid",8,"entertain"
6734,125877,361735,"Finance",50,5,18,"Ontario","SUV",2,"entertain"
6735,145157,467524,"Tech",49,8,14,"Massachusetts","SUV",2,"consume"
6736,152472,452766,"Finance",45,5,13,"Quebec","Sedan",6,"consume"
6737,84017,401033,"Education",37,4,10,"Maine","Sedan",8,"consume"
6738,85572,438773,"Education",43,5,14,"Massachusetts","LuxurySedan",4,"consume"
6739,155126,444563,"Tech",42,3,18,"Maine","SUV",3,"entertain"
6740,111112,531073,"Education",43,5,12,"Vermont","Sedan",4,"entertain"
6741,84240,400243,"Tech",47,5,10,"Vermont","LuxurySedan",6,"consume"
6742,77987,410878,"Services",42,7,13,"Maine","LuxurySedan",2,"consume"
6743,79120,525547,"Govt",43,7,13,"Maine","SUV",4,"consume"
6744,88565,587756,"Govt",49,5,9,"New York","SUV",6,"consume"
6745,55976,315417,"Services",40,2,15,"Connecticut","SUV",4,"entertain"
6746,96576,462322,"Tech",46,4,10,"Maine","Pickup",3,"entertain"
6747,62987,490114,"Services",49,3,16,"Rhode Island","SUV",1,"consume"
6748,41952,368716,"Govt",46,7,14,"New Hampshire","SUV",6,"consume"
6749,81902,486917,"Services",41,5,17,"Maine","Sedan",5,"entertain"
6750,99021,515825,"Govt",55,4,17,"Maine","",0,"entertain"
6751,129479,418895,"Tech",46,6,12,"Maine","Compact/Hybrid",4,"consume"
6752,91885,348912,"Finance",42,5,16,"Vermont","Compact/Hybrid",4,"consume"
6753,61518,437792,"Govt",39,4,11,"Massachusetts","Compact/Hybrid",6,"entertain"
6754,111346,486715,"Finance",49,4,20,"Maine","Compact/Hybrid",5,"consume"
6755,87912,398789,"Services",33,4,12,"Maine","Sedan",3,"consume"
6756,94328,441259,"Finance",42,4,9,"Maine","Sedan",0,"consume"
6757,68288,501995,"Education",47,4,13,"Ontario","Sedan",3,"consume"
6758,115838,468683,"Tech",51,1,51,"Connecticut","SUV",4,"consume"
6759,36270,424954,"Govt",48,3,21,"New Hampshire","SUV",6,"consume"
6760,100418,546558,"Govt",49,1,49,"Vermont","SUV",4,"consume"
6761,154796,491174,"Tech",45,4,13,"Maine","SUV",3,"entertain"
6762,113946,595128,"Education",52,2,17,"Maine","Compact/Hybrid",5,"consume"
6763,131270,497093,"Tech",42,3,10,"Vermont","Sedan",6,"entertain"
6764,125127,555555,"Services",47,7,10,"New York","SUV",5,"consume"
6765,59948,472768,"Govt",50,8,7,"Maine","Compact/Hybrid",1,"entertain"
6766,101263,569999,"Services",54,4,15,"Maine","Sedan",5,"consume"
6767,100240,470701,"Other",43,4,6,"Can_Other","LuxurySedan",4,"consume"
6768,70511,499437,"Services",38,2,15,"US_Other","Compact/Hybrid",5,"entertain"
6769,98006,597072,"Govt",51,9,16,"New Hampshire","SUV",2,"entertain"
6770,158073,487861,"Finance",41,5,12,"New York","Sedan",4,"entertain"
6771,40144,297275,"Govt",43,4,18,"Rhode Island","Compact/Hybrid",4,"entertain"
6772,113015,366818,"Tech",52,5,10,"Massachusetts","SUV",3,"consume"
6773,95883,449478,"Finance",47,6,14,"New Hampshire","Pickup",6,"entertain"
6774,55511,438324,"Govt",46,5,13,"Maine","SUV",2,"entertain"
6775,83362,528045,"Govt",43,4,19,"New Hampshire","Sedan",6,"entertain"
6776,64166,388808,"Govt",44,6,9,"Maine","Sedan",2,"consume"
